# NEPTS   202 NPROJ     2 NSPIN     1
#
@ XAXIS LABEL "E-EFERMI (HARTREE)"
@ YAXIS LABEL "DENSITY OF STATES (STATES/HARTREE/CELL)"
  3.6028E-01  0.0000E+00  0.0000E+00
  3.7205E-01  0.0000E+00  0.0000E+00
  3.8382E-01  0.0000E+00  0.0000E+00
  3.9558E-01  0.0000E+00  0.0000E+00
  4.0735E-01  0.0000E+00  0.0000E+00
  4.1912E-01  0.0000E+00  0.0000E+00
  4.3088E-01  0.0000E+00  0.0000E+00
  4.4265E-01  0.0000E+00  0.0000E+00
  4.5442E-01  0.0000E+00  0.0000E+00
  4.6618E-01  0.0000E+00  0.0000E+00
  4.7795E-01  0.0000E+00  0.0000E+00
  4.8972E-01  0.0000E+00  0.0000E+00
  5.0148E-01  0.0000E+00  0.0000E+00
  5.1325E-01  0.0000E+00  0.0000E+00
  5.2502E-01  0.0000E+00  0.0000E+00
  5.3678E-01  0.0000E+00  0.0000E+00
  5.4855E-01  0.0000E+00  0.0000E+00
  5.6032E-01  0.0000E+00  0.0000E+00
  5.7208E-01  0.0000E+00  0.0000E+00
  5.8385E-01  0.0000E+00  0.0000E+00
  5.9562E-01  0.0000E+00  0.0000E+00
  6.0738E-01  0.0000E+00  0.0000E+00
  6.1915E-01  0.0000E+00  0.0000E+00
  6.3092E-01  0.0000E+00  0.0000E+00
  6.4268E-01  0.0000E+00  0.0000E+00
  6.5445E-01  0.0000E+00  0.0000E+00
  6.6622E-01  0.0000E+00  0.0000E+00
  6.7798E-01  0.0000E+00  0.0000E+00
  6.8975E-01  0.0000E+00  0.0000E+00
  7.0152E-01  0.0000E+00  0.0000E+00
  7.1328E-01  0.0000E+00  0.0000E+00
  7.2505E-01  0.0000E+00  0.0000E+00
  7.3682E-01  3.7282E-02  2.4805E-01
  7.4858E-01 -9.7233E-02 -1.0551E+00
  7.6035E-01  7.4583E-02  9.4709E-01
  7.7212E-01  2.9309E-01  3.2421E+00
  7.8388E-01  3.5692E-01  3.8114E+00
  7.9565E-01  2.5667E-01  2.6859E+00
  8.0742E-01  1.0192E-01  1.0734E+00
  8.1918E-01  1.5980E-02  2.5575E-01
  8.3095E-01  6.3168E-02  8.6344E-01
  8.4272E-01  2.2724E-01  2.6840E+00
  8.5448E-01  4.3233E-01  4.9001E+00
  8.6625E-01  5.8610E-01  6.5442E+00
  8.7802E-01  6.2357E-01  6.9490E+00
  8.8978E-01  5.3481E-01  6.0266E+00
  9.0155E-01  3.6850E-01  4.2967E+00
  9.1332E-01  2.1187E-01  2.6737E+00
  9.2508E-01  1.5529E-01  2.0988E+00
  9.3685E-01  2.5439E-01  3.1487E+00
  9.4862E-01  5.0311E-01  5.7594E+00
  9.6038E-01  8.2887E-01  9.1767E+00
  9.7215E-01  1.1141E+00  1.2179E+01
  9.8392E-01  1.2404E+00  1.3530E+01
  9.9568E-01  1.1416E+00  1.2528E+01
  1.0075E+00  8.4559E-01  9.4430E+00
  1.0192E+00  4.8115E-01  5.5983E+00
  1.0310E+00  2.3159E-01  2.9164E+00
  1.0428E+00  2.3513E-01  2.9152E+00
  1.0545E+00  3.8325E-01  5.2757E+00
  1.0663E+00  7.8181E-01  8.1994E+00
  1.0781E+00  1.4273E+00  1.5478E+01
  1.0898E+00  2.1766E+00  2.5092E+01
  1.1016E+00  1.3481E+00  1.3658E+01
  1.1134E+00  1.2546E+00  1.3185E+01
  1.1251E+00  1.0688E+00  1.1390E+01
  1.1369E+00  8.9406E-01  9.4566E+00
  1.1487E+00  7.7730E-01  8.0482E+00
  1.1604E+00  7.2029E-01  7.3370E+00
  1.1722E+00  4.5678E-01  3.7357E+00
  1.1840E+00  2.0392E-01  2.6313E+00
  1.1957E+00  1.2143E+00  1.3394E+01
  1.2075E+00  2.0119E+00  2.0263E+01
  1.2193E+00  2.2987E+00  2.1954E+01
  1.2310E+00  2.1745E+00  2.0715E+01
  1.2428E+00  3.1948E+00  3.1939E+01
  1.2546E+00  1.9007E+00  2.3267E+01
  1.2663E+00  1.4559E+00  1.7534E+01
  1.2781E+00  1.3341E+00  1.8079E+01
  1.2898E+00  1.8933E+00  2.7166E+01
  1.3016E+00  2.5780E+00  3.5490E+01
  1.3134E+00  2.6486E+00  3.4667E+01
  1.3251E+00  1.9781E+00  2.5531E+01
  1.3369E+00  1.0508E+00  1.5702E+01
  1.3487E+00  4.4944E-01  1.1982E+01
  1.3604E+00  3.8119E-01  1.4817E+01
  1.3722E+00  5.8954E-01  1.8629E+01
  1.3840E+00  6.4928E-01  1.7065E+01
  1.3957E+00  3.7173E-01  8.8703E+00
  1.4075E+00 -1.9860E-02 -3.3776E-01
  1.4193E+00 -1.1914E-01 -2.5419E+00
  1.4310E+00  1.8134E-01  4.5328E+00
  1.4428E+00  4.2462E-01  1.2655E+01
  1.4546E+00  5.3253E-02  9.5943E+00
  1.4663E+00 -4.8076E-01 -2.7498E+00
  1.4781E+00  2.5659E-01 -1.4924E-01
  1.4899E+00  0.0000E+00  0.0000E+00
  1.5016E+00  0.0000E+00  0.0000E+00
# EFERMI (HARTREE)   -0.31005
