# NKPT   120 NBND     8 NSPIN     1
# NPANEL     4
#      1   (0,0,0)/8
#     40   (4,0,4)/8
#     59   (4,2,6)/8
#     86   (4,4,4)/8
#    120   (0,0,0)/8
@ WITH G0
@ G0 ON
@ TITLE "BAND STRUCTURE"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     5
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/8"
@ XAXIS TICK     1,     0.61345
@ XAXIS TICKLABEL    1,"(4,0,4)/8"
@ XAXIS TICK     2,     0.92018
@ XAXIS TICKLABEL    2,"(4,2,6)/8"
@ XAXIS TICK     3,     1.35396
@ XAXIS TICKLABEL    3,"(4,4,4)/8"
@ XAXIS TICK     4,     1.88522
@ XAXIS TICKLABEL    4,"(0,0,0)/8"
@ WORLD      0.00000,        -0.7,     1.88522,         0.7
@ VIEW      0.15000,     0.15000,     1.14418,     0.85000
  0.31459E+00 -0.61414E+00 -0.20993E+00 -0.12096E+00 -0.12096E+00  0.21918E+00  0.40507E+00  0.48186E+00  0.48186E+00
  0.33032E+00 -0.60807E+00 -0.22372E+00 -0.12700E+00 -0.12700E+00  0.21681E+00  0.39039E+00  0.49470E+00  0.49470E+00
  0.34605E+00 -0.60172E+00 -0.23747E+00 -0.13276E+00 -0.13276E+00  0.21472E+00  0.37416E+00  0.50753E+00  0.50753E+00
  0.36178E+00 -0.59508E+00 -0.25117E+00 -0.13822E+00 -0.13822E+00  0.21291E+00  0.35739E+00  0.52039E+00  0.52039E+00
  0.37751E+00 -0.58816E+00 -0.26480E+00 -0.14338E+00 -0.14338E+00  0.21137E+00  0.34087E+00  0.53329E+00  0.53329E+00
  0.39324E+00 -0.58097E+00 -0.27835E+00 -0.14821E+00 -0.14821E+00  0.21010E+00  0.32516E+00  0.54623E+00  0.54623E+00
  0.40897E+00 -0.57350E+00 -0.29179E+00 -0.15272E+00 -0.15272E+00  0.20909E+00  0.31056E+00  0.55919E+00  0.55919E+00
  0.42470E+00 -0.56574E+00 -0.30512E+00 -0.15690E+00 -0.15690E+00  0.20833E+00  0.29722E+00  0.57211E+00  0.57211E+00
  0.44043E+00 -0.55772E+00 -0.31832E+00 -0.16073E+00 -0.16073E+00  0.20781E+00  0.28519E+00  0.58490E+00  0.58490E+00
  0.45616E+00 -0.54942E+00 -0.33138E+00 -0.16422E+00 -0.16422E+00  0.20753E+00  0.27444E+00  0.59746E+00  0.59746E+00
  0.47189E+00 -0.54085E+00 -0.34428E+00 -0.16737E+00 -0.16737E+00  0.20749E+00  0.26490E+00  0.60964E+00  0.60964E+00
  0.48762E+00 -0.53201E+00 -0.35703E+00 -0.17018E+00 -0.17018E+00  0.20767E+00  0.25647E+00  0.62128E+00  0.62128E+00
  0.50335E+00 -0.52291E+00 -0.36959E+00 -0.17264E+00 -0.17264E+00  0.20809E+00  0.24907E+00  0.63221E+00  0.63221E+00
  0.51908E+00 -0.51354E+00 -0.38198E+00 -0.17477E+00 -0.17477E+00  0.20873E+00  0.24260E+00  0.64224E+00  0.64224E+00
  0.53481E+00 -0.50390E+00 -0.39417E+00 -0.17656E+00 -0.17656E+00  0.20962E+00  0.23695E+00  0.65118E+00  0.65118E+00
  0.55054E+00 -0.49402E+00 -0.40616E+00 -0.17802E+00 -0.17802E+00  0.21075E+00  0.23203E+00  0.65884E+00  0.65884E+00
  0.56626E+00 -0.48387E+00 -0.41794E+00 -0.17915E+00 -0.17915E+00  0.21214E+00  0.22777E+00  0.66503E+00  0.66503E+00
  0.58199E+00 -0.47348E+00 -0.42951E+00 -0.17996E+00 -0.17996E+00  0.21382E+00  0.22408E+00  0.66958E+00  0.66958E+00
  0.59772E+00 -0.46284E+00 -0.44085E+00 -0.18044E+00 -0.18044E+00  0.21582E+00  0.22090E+00  0.67237E+00  0.67237E+00
  0.61345E+00 -0.45196E+00 -0.45196E+00 -0.18061E+00 -0.18061E+00  0.21816E+00  0.21816E+00  0.67331E+00  0.67331E+00
  0.62918E+00 -0.45191E+00 -0.45191E+00 -0.18096E+00 -0.18096E+00  0.21906E+00  0.21906E+00  0.67242E+00  0.67242E+00
  0.64533E+00 -0.45176E+00 -0.45176E+00 -0.18201E+00 -0.18201E+00  0.22176E+00  0.22176E+00  0.66972E+00  0.66972E+00
  0.66147E+00 -0.45150E+00 -0.45150E+00 -0.18371E+00 -0.18371E+00  0.22619E+00  0.22619E+00  0.66518E+00  0.66518E+00
  0.67761E+00 -0.45115E+00 -0.45115E+00 -0.18600E+00 -0.18600E+00  0.23229E+00  0.23229E+00  0.65875E+00  0.65875E+00
  0.69376E+00 -0.45070E+00 -0.45070E+00 -0.18878E+00 -0.18878E+00  0.23994E+00  0.23994E+00  0.65039E+00  0.65039E+00
  0.70990E+00 -0.45016E+00 -0.45016E+00 -0.19197E+00 -0.19197E+00  0.24903E+00  0.24903E+00  0.64009E+00  0.64009E+00
  0.72604E+00 -0.44955E+00 -0.44955E+00 -0.19544E+00 -0.19544E+00  0.25942E+00  0.25942E+00  0.62792E+00  0.62792E+00
  0.74219E+00 -0.44887E+00 -0.44887E+00 -0.19910E+00 -0.19910E+00  0.27093E+00  0.27093E+00  0.61405E+00  0.61405E+00
  0.75833E+00 -0.44813E+00 -0.44813E+00 -0.20285E+00 -0.20285E+00  0.28342E+00  0.28342E+00  0.59878E+00  0.59878E+00
  0.77447E+00 -0.44736E+00 -0.44736E+00 -0.20658E+00 -0.20658E+00  0.29671E+00  0.29671E+00  0.58248E+00  0.58248E+00
  0.79062E+00 -0.44656E+00 -0.44656E+00 -0.21019E+00 -0.21019E+00  0.31062E+00  0.31062E+00  0.56560E+00  0.56560E+00
  0.80676E+00 -0.44578E+00 -0.44578E+00 -0.21361E+00 -0.21361E+00  0.32499E+00  0.32499E+00  0.54852E+00  0.54852E+00
  0.82291E+00 -0.44503E+00 -0.44503E+00 -0.21675E+00 -0.21675E+00  0.33966E+00  0.33966E+00  0.53158E+00  0.53158E+00
  0.83905E+00 -0.44434E+00 -0.44434E+00 -0.21954E+00 -0.21954E+00  0.35449E+00  0.35449E+00  0.51499E+00  0.51499E+00
  0.85519E+00 -0.44373E+00 -0.44373E+00 -0.22191E+00 -0.22191E+00  0.36932E+00  0.36932E+00  0.49890E+00  0.49890E+00
  0.87134E+00 -0.44323E+00 -0.44323E+00 -0.22381E+00 -0.22381E+00  0.38396E+00  0.38396E+00  0.48342E+00  0.48342E+00
  0.88748E+00 -0.44286E+00 -0.44286E+00 -0.22521E+00 -0.22521E+00  0.39802E+00  0.39802E+00  0.46885E+00  0.46885E+00
  0.90362E+00 -0.44263E+00 -0.44263E+00 -0.22605E+00 -0.22605E+00  0.41031E+00  0.41031E+00  0.45629E+00  0.45629E+00
  0.91977E+00 -0.44255E+00 -0.44255E+00 -0.22634E+00 -0.22634E+00  0.41629E+00  0.41629E+00  0.45022E+00  0.45022E+00
  0.93591E+00 -0.44927E+00 -0.43591E+00 -0.23104E+00 -0.22104E+00  0.40963E+00  0.41996E+00  0.44872E+00  0.45536E+00
  0.95198E+00 -0.45599E+00 -0.42943E+00 -0.23504E+00 -0.21524E+00  0.40198E+00  0.41881E+00  0.45269E+00  0.46216E+00
  0.96804E+00 -0.46265E+00 -0.42321E+00 -0.23823E+00 -0.20900E+00  0.39420E+00  0.41433E+00  0.46057E+00  0.46977E+00
  0.98411E+00 -0.46922E+00 -0.41734E+00 -0.24050E+00 -0.20242E+00  0.38663E+00  0.40852E+00  0.47023E+00  0.47787E+00
  0.10002E+01 -0.47565E+00 -0.41195E+00 -0.24174E+00 -0.19555E+00  0.37944E+00  0.40224E+00  0.48060E+00  0.48631E+00
  0.10162E+01 -0.48190E+00 -0.40713E+00 -0.24183E+00 -0.18847E+00  0.37273E+00  0.39579E+00  0.49096E+00  0.49502E+00
  0.10323E+01 -0.48794E+00 -0.40298E+00 -0.24068E+00 -0.18124E+00  0.36657E+00  0.38932E+00  0.50056E+00  0.50394E+00
  0.10484E+01 -0.49377E+00 -0.39957E+00 -0.23824E+00 -0.17391E+00  0.36105E+00  0.38286E+00  0.50849E+00  0.51302E+00
  0.10644E+01 -0.49936E+00 -0.39692E+00 -0.23447E+00 -0.16655E+00  0.35623E+00  0.37644E+00  0.51372E+00  0.52221E+00
  0.10805E+01 -0.50469E+00 -0.39503E+00 -0.22941E+00 -0.15921E+00  0.35215E+00  0.37006E+00  0.51536E+00  0.53145E+00
  0.10966E+01 -0.50976E+00 -0.39383E+00 -0.22313E+00 -0.15196E+00  0.34887E+00  0.36370E+00  0.51295E+00  0.54066E+00
  0.11126E+01 -0.51455E+00 -0.39325E+00 -0.21571E+00 -0.14485E+00  0.34641E+00  0.35735E+00  0.50662E+00  0.54977E+00
  0.11287E+01 -0.51906E+00 -0.39320E+00 -0.20729E+00 -0.13794E+00  0.34480E+00  0.35096E+00  0.49702E+00  0.55869E+00
  0.11448E+01 -0.52328E+00 -0.39356E+00 -0.19800E+00 -0.13127E+00  0.34403E+00  0.34450E+00  0.48500E+00  0.56730E+00
  0.11608E+01 -0.52720E+00 -0.39424E+00 -0.18799E+00 -0.12491E+00  0.33789E+00  0.34407E+00  0.47142E+00  0.57548E+00
  0.11769E+01 -0.53083E+00 -0.39515E+00 -0.17741E+00 -0.11890E+00  0.33103E+00  0.34488E+00  0.45706E+00  0.58314E+00
  0.11930E+01 -0.53414E+00 -0.39620E+00 -0.16641E+00 -0.11328E+00  0.32383E+00  0.34639E+00  0.44259E+00  0.59014E+00
  0.12090E+01 -0.53715E+00 -0.39732E+00 -0.15518E+00 -0.10809E+00  0.31616E+00  0.34850E+00  0.42860E+00  0.59639E+00
  0.12251E+01 -0.53985E+00 -0.39845E+00 -0.14389E+00 -0.10337E+00  0.30797E+00  0.35107E+00  0.41559E+00  0.60182E+00
  0.12412E+01 -0.54224E+00 -0.39955E+00 -0.13277E+00 -0.99156E-01  0.29925E+00  0.35395E+00  0.40397E+00  0.60638E+00
  0.12572E+01 -0.54430E+00 -0.40057E+00 -0.12206E+00 -0.95459E-01  0.29016E+00  0.35698E+00  0.39399E+00  0.61005E+00
  0.12733E+01 -0.54606E+00 -0.40148E+00 -0.11207E+00 -0.92305E-01  0.28103E+00  0.35997E+00  0.38577E+00  0.61289E+00
  0.12894E+01 -0.54749E+00 -0.40226E+00 -0.10313E+00 -0.89707E-01  0.27235E+00  0.36274E+00  0.37929E+00  0.61496E+00
  0.13054E+01 -0.54861E+00 -0.40289E+00 -0.95602E-01 -0.87677E-01  0.26471E+00  0.36511E+00  0.37443E+00  0.61638E+00
  0.13215E+01 -0.54941E+00 -0.40334E+00 -0.89876E-01 -0.86222E-01  0.25871E+00  0.36693E+00  0.37108E+00  0.61727E+00
  0.13376E+01 -0.54988E+00 -0.40362E+00 -0.86282E-01 -0.85347E-01  0.25487E+00  0.36808E+00  0.36911E+00  0.61775E+00
  0.13536E+01 -0.55004E+00 -0.40371E+00 -0.85055E-01 -0.85055E-01  0.25355E+00  0.36847E+00  0.36847E+00  0.61791E+00
  0.13697E+01 -0.55072E+00 -0.40271E+00 -0.84932E-01 -0.84932E-01  0.25369E+00  0.36853E+00  0.36853E+00  0.61675E+00
  0.13853E+01 -0.55267E+00 -0.39978E+00 -0.84562E-01 -0.84562E-01  0.25410E+00  0.36870E+00  0.36870E+00  0.61332E+00
  0.14009E+01 -0.55577E+00 -0.39505E+00 -0.83946E-01 -0.83946E-01  0.25479E+00  0.36897E+00  0.36897E+00  0.60779E+00
  0.14166E+01 -0.55981E+00 -0.38872E+00 -0.83085E-01 -0.83085E-01  0.25575E+00  0.36930E+00  0.36930E+00  0.60040E+00
  0.14322E+01 -0.56457E+00 -0.38102E+00 -0.81980E-01 -0.81980E-01  0.25696E+00  0.36964E+00  0.36964E+00  0.59151E+00
  0.14478E+01 -0.56986E+00 -0.37213E+00 -0.80633E-01 -0.80633E-01  0.25840E+00  0.36995E+00  0.36995E+00  0.58156E+00
  0.14634E+01 -0.57551E+00 -0.36222E+00 -0.79047E-01 -0.79047E-01  0.26003E+00  0.37014E+00  0.37014E+00  0.57109E+00
  0.14791E+01 -0.58138E+00 -0.35142E+00 -0.77224E-01 -0.77224E-01  0.26178E+00  0.37017E+00  0.37017E+00  0.56070E+00
  0.14947E+01 -0.58735E+00 -0.33984E+00 -0.75169E-01 -0.75169E-01  0.26358E+00  0.36995E+00  0.36995E+00  0.55102E+00
  0.15103E+01 -0.59335E+00 -0.32757E+00 -0.72887E-01 -0.72887E-01  0.26532E+00  0.36942E+00  0.36942E+00  0.54266E+00
  0.15259E+01 -0.59930E+00 -0.31466E+00 -0.70384E-01 -0.70384E-01  0.26690E+00  0.36851E+00  0.36851E+00  0.53604E+00
  0.15416E+01 -0.60516E+00 -0.30118E+00 -0.67667E-01 -0.67667E-01  0.26825E+00  0.36716E+00  0.36716E+00  0.53124E+00
  0.15572E+01 -0.61089E+00 -0.28718E+00 -0.64747E-01 -0.64747E-01  0.26935E+00  0.36534E+00  0.36534E+00  0.52789E+00
  0.15728E+01 -0.61644E+00 -0.27271E+00 -0.61633E-01 -0.61633E-01  0.27024E+00  0.36301E+00  0.36301E+00  0.52510E+00
  0.15884E+01 -0.62181E+00 -0.25782E+00 -0.58339E-01 -0.58339E-01  0.27104E+00  0.36015E+00  0.36015E+00  0.52183E+00
  0.16041E+01 -0.62696E+00 -0.24256E+00 -0.54878E-01 -0.54878E-01  0.27187E+00  0.35678E+00  0.35678E+00  0.51718E+00
  0.16197E+01 -0.63189E+00 -0.22699E+00 -0.51268E-01 -0.51268E-01  0.27284E+00  0.35290E+00  0.35290E+00  0.51074E+00
  0.16353E+01 -0.63657E+00 -0.21115E+00 -0.47529E-01 -0.47529E-01  0.27401E+00  0.34854E+00  0.34854E+00  0.50249E+00
  0.16509E+01 -0.64101E+00 -0.19508E+00 -0.43681E-01 -0.43681E-01  0.27540E+00  0.34377E+00  0.34377E+00  0.49262E+00
  0.16666E+01 -0.64518E+00 -0.17884E+00 -0.39751E-01 -0.39751E-01  0.27700E+00  0.33863E+00  0.33863E+00  0.48144E+00
  0.16822E+01 -0.64909E+00 -0.16247E+00 -0.35768E-01 -0.35768E-01  0.27875E+00  0.33319E+00  0.33319E+00  0.46921E+00
  0.16978E+01 -0.65273E+00 -0.14601E+00 -0.31765E-01 -0.31765E-01  0.28058E+00  0.32754E+00  0.32754E+00  0.45618E+00
  0.17134E+01 -0.65609E+00 -0.12954E+00 -0.27779E-01 -0.27779E-01  0.28241E+00  0.32177E+00  0.32177E+00  0.44258E+00
  0.17291E+01 -0.65917E+00 -0.11313E+00 -0.23853E-01 -0.23853E-01  0.28414E+00  0.31597E+00  0.31597E+00  0.42864E+00
  0.17447E+01 -0.66197E+00 -0.96882E-01 -0.20035E-01 -0.20035E-01  0.28567E+00  0.31025E+00  0.31025E+00  0.41458E+00
  0.17603E+01 -0.66448E+00 -0.80943E-01 -0.16378E-01 -0.16378E-01  0.28689E+00  0.30471E+00  0.30471E+00  0.40069E+00
  0.17759E+01 -0.66669E+00 -0.65493E-01 -0.12940E-01 -0.12940E-01  0.28765E+00  0.29947E+00  0.29947E+00  0.38728E+00
  0.17916E+01 -0.66862E+00 -0.50777E-01 -0.97801E-02 -0.97801E-02  0.28782E+00  0.29464E+00  0.29464E+00  0.37477E+00
  0.18072E+01 -0.67025E+00 -0.37109E-01 -0.69633E-02 -0.69633E-02  0.28728E+00  0.29033E+00  0.29033E+00  0.36360E+00
  0.18228E+01 -0.67158E+00 -0.24883E-01 -0.45516E-02 -0.45516E-02  0.28596E+00  0.28663E+00  0.28663E+00  0.35424E+00
  0.18385E+01 -0.67262E+00 -0.14569E-01 -0.26039E-02 -0.26039E-02  0.28365E+00  0.28365E+00  0.28404E+00  0.34703E+00
  0.18541E+01 -0.67337E+00 -0.66798E-02 -0.11717E-02 -0.11717E-02  0.28145E+00  0.28145E+00  0.28193E+00  0.34206E+00
  0.18697E+01 -0.67381E+00 -0.17034E-02 -0.29512E-03 -0.29512E-03  0.28011E+00  0.28011E+00  0.28029E+00  0.33921E+00
  0.18853E+01 -0.67396E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.27966E+00  0.27966E+00  0.27966E+00  0.33829E+00
# EFERMI (HARTREE)   -0.15411
