# NKPT   120 NBND     9 NSPIN     1
# NPANEL     5
#      1   (0,0,0)/6
#     32   (0,3,0)/6
#     49   (0,3,3)/6
#     67   (*,4,3)/6
#     84   (*,4,0)/6
#    120   (0,0,0)/6
@ WITH G0
@ G0 ON
@ TITLE "BAND STRUCTURE"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     6
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/6"
@ XAXIS TICK     1,     0.83827
@ XAXIS TICKLABEL    1,"(0,3,0)/6"
@ XAXIS TICK     2,     1.30135
@ XAXIS TICKLABEL    2,"(0,3,3)/6"
@ XAXIS TICK     3,     1.78533
@ XAXIS TICKLABEL    3,"(*,4,3)/6"
@ XAXIS TICK     4,     2.24841
@ XAXIS TICKLABEL    4,"(*,4,0)/6"
@ XAXIS TICK     5,     3.21636
@ XAXIS TICKLABEL    5,"(0,0,0)/6"
@ WORLD      0.00000,        -4.6,     3.21636,         1.0
@ VIEW      0.15000,     0.15000,     1.14418,     0.85000
  0.32449E+00 -0.45540E+01 -0.45516E+01 -0.65808E+00 -0.21034E+00  0.14997E+00  0.62302E+00  0.70092E+00  0.92396E+00  0.94730E+00
  0.35153E+00 -0.45540E+01 -0.45515E+01 -0.64810E+00 -0.19262E+00  0.14396E+00  0.59425E+00  0.68687E+00  0.91336E+00  0.93405E+00
  0.37857E+00 -0.45539E+01 -0.45515E+01 -0.63716E+00 -0.17334E+00  0.13676E+00  0.56589E+00  0.67374E+00  0.90226E+00  0.91860E+00
  0.40562E+00 -0.45538E+01 -0.45515E+01 -0.62526E+00 -0.15251E+00  0.12803E+00  0.53858E+00  0.66158E+00  0.89084E+00  0.90088E+00
  0.43266E+00 -0.45537E+01 -0.45515E+01 -0.61238E+00 -0.13013E+00  0.11736E+00  0.51304E+00  0.65045E+00  0.87923E+00  0.88088E+00
  0.45970E+00 -0.45536E+01 -0.45515E+01 -0.59852E+00 -0.10624E+00  0.10431E+00  0.49007E+00  0.64034E+00  0.85862E+00  0.86750E+00
  0.48674E+00 -0.45535E+01 -0.45515E+01 -0.58367E+00 -0.80883E-01  0.88482E-01  0.47038E+00  0.63124E+00  0.83421E+00  0.85570E+00
  0.51378E+00 -0.45534E+01 -0.45515E+01 -0.56781E+00 -0.54136E-01  0.69622E-01  0.45451E+00  0.62312E+00  0.80776E+00  0.84382E+00
  0.54082E+00 -0.45532E+01 -0.45514E+01 -0.55094E+00 -0.26085E-01  0.47699E-01  0.44275E+00  0.61594E+00  0.77947E+00  0.83188E+00
  0.56786E+00 -0.45531E+01 -0.45514E+01 -0.53307E+00  0.31576E-02  0.22933E-01  0.43507E+00  0.60965E+00  0.74956E+00  0.81988E+00
  0.59490E+00 -0.45530E+01 -0.45514E+01 -0.51418E+00 -0.42522E-02  0.33453E-01  0.43115E+00  0.60420E+00  0.71830E+00  0.80788E+00
  0.62194E+00 -0.45529E+01 -0.45514E+01 -0.49428E+00 -0.33309E-01  0.64626E-01  0.43050E+00  0.59953E+00  0.68596E+00  0.79593E+00
  0.64898E+00 -0.45528E+01 -0.45515E+01 -0.47340E+00 -0.63650E-01  0.96454E-01  0.43248E+00  0.59558E+00  0.65289E+00  0.78417E+00
  0.67603E+00 -0.45528E+01 -0.45515E+01 -0.45157E+00 -0.94702E-01  0.12864E+00  0.43641E+00  0.59229E+00  0.61947E+00  0.77280E+00
  0.70307E+00 -0.45527E+01 -0.45515E+01 -0.42888E+00 -0.12592E+00  0.16076E+00  0.44158E+00  0.58620E+00  0.58961E+00  0.76207E+00
  0.73011E+00 -0.45526E+01 -0.45515E+01 -0.40552E+00 -0.15674E+00  0.19218E+00  0.44724E+00  0.55378E+00  0.58749E+00  0.75236E+00
  0.75715E+00 -0.45525E+01 -0.45515E+01 -0.38187E+00 -0.18648E+00  0.22179E+00  0.45269E+00  0.52334E+00  0.58590E+00  0.74408E+00
  0.78419E+00 -0.45525E+01 -0.45515E+01 -0.35888E+00 -0.21396E+00  0.24768E+00  0.45720E+00  0.49684E+00  0.58478E+00  0.73770E+00
  0.81123E+00 -0.45525E+01 -0.45515E+01 -0.33930E+00 -0.23631E+00  0.26647E+00  0.46019E+00  0.47769E+00  0.58412E+00  0.73366E+00
  0.83827E+00 -0.45525E+01 -0.45515E+01 -0.33049E+00 -0.24605E+00  0.27357E+00  0.46124E+00  0.47046E+00  0.58391E+00  0.73227E+00
  0.86531E+00 -0.45525E+01 -0.45515E+01 -0.33018E+00 -0.24609E+00  0.27237E+00  0.44045E+00  0.49242E+00  0.58424E+00  0.73384E+00
  0.89255E+00 -0.45525E+01 -0.45516E+01 -0.32926E+00 -0.24619E+00  0.26888E+00  0.41688E+00  0.51947E+00  0.58526E+00  0.73841E+00
  0.91979E+00 -0.45524E+01 -0.45516E+01 -0.32775E+00 -0.24637E+00  0.26342E+00  0.39439E+00  0.54759E+00  0.58695E+00  0.74561E+00
  0.94703E+00 -0.45524E+01 -0.45516E+01 -0.32567E+00 -0.24662E+00  0.25641E+00  0.37304E+00  0.57643E+00  0.58931E+00  0.75488E+00
  0.97427E+00 -0.45524E+01 -0.45516E+01 -0.32305E+00 -0.24697E+00  0.24838E+00  0.35285E+00  0.59235E+00  0.60563E+00  0.76560E+00
  0.10015E+01 -0.45524E+01 -0.45516E+01 -0.31993E+00 -0.24743E+00  0.23982E+00  0.33379E+00  0.59607E+00  0.63476E+00  0.77712E+00
  0.10288E+01 -0.45524E+01 -0.45517E+01 -0.31635E+00 -0.24803E+00  0.23120E+00  0.31588E+00  0.60046E+00  0.66332E+00  0.78883E+00
  0.10560E+01 -0.45523E+01 -0.45517E+01 -0.31238E+00 -0.24880E+00  0.22292E+00  0.29910E+00  0.60553E+00  0.69081E+00  0.80019E+00
  0.10832E+01 -0.45523E+01 -0.45517E+01 -0.30806E+00 -0.24979E+00  0.21531E+00  0.28349E+00  0.61129E+00  0.71673E+00  0.80375E+00
  0.11105E+01 -0.45523E+01 -0.45518E+01 -0.30348E+00 -0.25105E+00  0.20865E+00  0.26903E+00  0.61774E+00  0.74064E+00  0.78738E+00
  0.11377E+01 -0.45522E+01 -0.45518E+01 -0.29869E+00 -0.25263E+00  0.20318E+00  0.25574E+00  0.62489E+00  0.76218E+00  0.77098E+00
  0.11650E+01 -0.45522E+01 -0.45518E+01 -0.29378E+00 -0.25456E+00  0.19905E+00  0.24364E+00  0.63277E+00  0.75484E+00  0.78116E+00
  0.11922E+01 -0.45521E+01 -0.45519E+01 -0.28882E+00 -0.25687E+00  0.19643E+00  0.23274E+00  0.64138E+00  0.73917E+00  0.79744E+00
  0.12194E+01 -0.45521E+01 -0.45519E+01 -0.28392E+00 -0.25961E+00  0.19539E+00  0.22308E+00  0.65076E+00  0.72414E+00  0.81104E+00
  0.12467E+01 -0.45521E+01 -0.45520E+01 -0.27913E+00 -0.26276E+00  0.19602E+00  0.21472E+00  0.66093E+00  0.70985E+00  0.82202E+00
  0.12739E+01 -0.45521E+01 -0.45520E+01 -0.27456E+00 -0.26632E+00  0.19831E+00  0.20774E+00  0.67190E+00  0.69636E+00  0.83049E+00
  0.13012E+01 -0.45520E+01 -0.45520E+01 -0.27027E+00 -0.27027E+00  0.20224E+00  0.20224E+00  0.68371E+00  0.68371E+00  0.83656E+00
  0.13284E+01 -0.45520E+01 -0.45520E+01 -0.26961E+00 -0.26961E+00  0.20191E+00  0.20191E+00  0.68119E+00  0.68119E+00  0.83668E+00
  0.13553E+01 -0.45520E+01 -0.45520E+01 -0.26762E+00 -0.26762E+00  0.20092E+00  0.20092E+00  0.67377E+00  0.67377E+00  0.83700E+00
  0.13822E+01 -0.45520E+01 -0.45520E+01 -0.26431E+00 -0.26431E+00  0.19930E+00  0.19930E+00  0.66189E+00  0.66189E+00  0.83741E+00
  0.14091E+01 -0.45520E+01 -0.45520E+01 -0.25969E+00 -0.25969E+00  0.19707E+00  0.19707E+00  0.64619E+00  0.64619E+00  0.83783E+00
  0.14359E+01 -0.45520E+01 -0.45520E+01 -0.25377E+00 -0.25377E+00  0.19424E+00  0.19424E+00  0.62738E+00  0.62738E+00  0.83817E+00
  0.14628E+01 -0.45520E+01 -0.45520E+01 -0.24656E+00 -0.24656E+00  0.19081E+00  0.19081E+00  0.60622E+00  0.60622E+00  0.83842E+00
  0.14897E+01 -0.45520E+01 -0.45520E+01 -0.23811E+00 -0.23811E+00  0.18675E+00  0.18675E+00  0.58349E+00  0.58349E+00  0.83863E+00
  0.15166E+01 -0.45520E+01 -0.45520E+01 -0.22845E+00 -0.22845E+00  0.18198E+00  0.18198E+00  0.55993E+00  0.55993E+00  0.83882E+00
  0.15435E+01 -0.45520E+01 -0.45520E+01 -0.21765E+00 -0.21765E+00  0.17639E+00  0.17639E+00  0.53629E+00  0.53629E+00  0.83906E+00
  0.15704E+01 -0.45520E+01 -0.45520E+01 -0.20580E+00 -0.20580E+00  0.16985E+00  0.16985E+00  0.51328E+00  0.51328E+00  0.83939E+00
  0.15973E+01 -0.45520E+01 -0.45520E+01 -0.19304E+00 -0.19304E+00  0.16219E+00  0.16219E+00  0.49163E+00  0.49163E+00  0.83983E+00
  0.16242E+01 -0.45520E+01 -0.45520E+01 -0.17958E+00 -0.17958E+00  0.15332E+00  0.15332E+00  0.47198E+00  0.47198E+00  0.84040E+00
  0.16510E+01 -0.45520E+01 -0.45520E+01 -0.16573E+00 -0.16573E+00  0.14328E+00  0.14328E+00  0.45492E+00  0.45492E+00  0.84107E+00
  0.16779E+01 -0.45520E+01 -0.45520E+01 -0.15196E+00 -0.15196E+00  0.13236E+00  0.13236E+00  0.44087E+00  0.44087E+00  0.84179E+00
  0.17048E+01 -0.45520E+01 -0.45520E+01 -0.13898E+00 -0.13898E+00  0.12123E+00  0.12123E+00  0.43008E+00  0.43008E+00  0.84251E+00
  0.17317E+01 -0.45520E+01 -0.45520E+01 -0.12786E+00 -0.12786E+00  0.11107E+00  0.11107E+00  0.42261E+00  0.42261E+00  0.84314E+00
  0.17586E+01 -0.45520E+01 -0.45520E+01 -0.12003E+00 -0.12003E+00  0.10357E+00  0.10357E+00  0.41831E+00  0.41831E+00  0.84358E+00
  0.17855E+01 -0.45520E+01 -0.45520E+01 -0.11711E+00 -0.11711E+00  0.10068E+00  0.10068E+00  0.41695E+00  0.41695E+00  0.84375E+00
  0.18124E+01 -0.45520E+01 -0.45520E+01 -0.11711E+00 -0.11711E+00  0.78201E-01  0.12395E+00  0.41718E+00  0.41718E+00  0.84283E+00
  0.18396E+01 -0.45520E+01 -0.45520E+01 -0.11711E+00 -0.11711E+00  0.56593E-01  0.14791E+00  0.41787E+00  0.41787E+00  0.84011E+00
  0.18669E+01 -0.45520E+01 -0.45520E+01 -0.11710E+00 -0.11710E+00  0.35935E-01  0.17245E+00  0.41901E+00  0.41901E+00  0.83570E+00
  0.18941E+01 -0.45520E+01 -0.45520E+01 -0.11707E+00 -0.11707E+00  0.16301E-01  0.19744E+00  0.42054E+00  0.42054E+00  0.82977E+00
  0.19213E+01 -0.45520E+01 -0.45520E+01 -0.11702E+00 -0.11702E+00 -0.22394E-02  0.22270E+00  0.42241E+00  0.42241E+00  0.82254E+00
  0.19486E+01 -0.45520E+01 -0.45520E+01 -0.11693E+00 -0.11693E+00 -0.19615E-01  0.24805E+00  0.42455E+00  0.42455E+00  0.81430E+00
  0.19758E+01 -0.45520E+01 -0.45520E+01 -0.11679E+00 -0.11679E+00 -0.35759E-01  0.27324E+00  0.42684E+00  0.42684E+00  0.80536E+00
  0.20031E+01 -0.45520E+01 -0.45520E+01 -0.11660E+00 -0.11660E+00 -0.50604E-01  0.29795E+00  0.42920E+00  0.42920E+00  0.79605E+00
  0.20303E+01 -0.45520E+01 -0.45520E+01 -0.11636E+00 -0.11636E+00 -0.64086E-01  0.32184E+00  0.43150E+00  0.43150E+00  0.78672E+00
  0.20575E+01 -0.45520E+01 -0.45520E+01 -0.11606E+00 -0.11606E+00 -0.76144E-01  0.34450E+00  0.43364E+00  0.43364E+00  0.77768E+00
  0.20848E+01 -0.45520E+01 -0.45520E+01 -0.11574E+00 -0.11574E+00 -0.86722E-01  0.36547E+00  0.43556E+00  0.43556E+00  0.76926E+00
  0.21120E+01 -0.45520E+01 -0.45520E+01 -0.11540E+00 -0.11540E+00 -0.95768E-01  0.38430E+00  0.43719E+00  0.43719E+00  0.76170E+00
  0.21393E+01 -0.45520E+01 -0.45520E+01 -0.11508E+00 -0.11508E+00 -0.10323E+00  0.40050E+00  0.43850E+00  0.43850E+00  0.75525E+00
  0.21665E+01 -0.45520E+01 -0.45520E+01 -0.11479E+00 -0.11479E+00 -0.10908E+00  0.41363E+00  0.43950E+00  0.43950E+00  0.75007E+00
  0.21937E+01 -0.45520E+01 -0.45520E+01 -0.11456E+00 -0.11456E+00 -0.11329E+00  0.42331E+00  0.44018E+00  0.44018E+00  0.74628E+00
  0.22210E+01 -0.45520E+01 -0.45520E+01 -0.11582E+00 -0.11442E+00 -0.11442E+00  0.42924E+00  0.44058E+00  0.44058E+00  0.74398E+00
  0.22482E+01 -0.45520E+01 -0.45520E+01 -0.11666E+00 -0.11437E+00 -0.11437E+00  0.43124E+00  0.44071E+00  0.44071E+00  0.74321E+00
  0.22755E+01 -0.45521E+01 -0.45520E+01 -0.15337E+00 -0.99665E-01 -0.90578E-01  0.42190E+00  0.43142E+00  0.45850E+00  0.73989E+00
  0.23023E+01 -0.45521E+01 -0.45519E+01 -0.18991E+00 -0.84341E-01 -0.64078E-01  0.40037E+00  0.43191E+00  0.47705E+00  0.73763E+00
  0.23292E+01 -0.45522E+01 -0.45519E+01 -0.22492E+00 -0.68483E-01 -0.36290E-01  0.37631E+00  0.43269E+00  0.49635E+00  0.73656E+00
  0.23561E+01 -0.45523E+01 -0.45518E+01 -0.25839E+00 -0.52202E-01 -0.72846E-02  0.34996E+00  0.43374E+00  0.51637E+00  0.73681E+00
  0.23830E+01 -0.45523E+01 -0.45518E+01 -0.29035E+00 -0.35642E-01  0.22857E-01  0.32161E+00  0.43509E+00  0.53712E+00  0.73851E+00
  0.24099E+01 -0.45524E+01 -0.45517E+01 -0.32082E+00 -0.18972E-01  0.54042E-01  0.29159E+00  0.43683E+00  0.55858E+00  0.74173E+00
  0.24368E+01 -0.45525E+01 -0.45517E+01 -0.34983E+00 -0.23921E-02  0.86168E-01  0.26023E+00  0.43909E+00  0.58073E+00  0.74650E+00
  0.24637E+01 -0.45526E+01 -0.45517E+01 -0.37743E+00  0.13879E-01  0.11912E+00  0.22789E+00  0.44208E+00  0.60354E+00  0.75282E+00
  0.24906E+01 -0.45527E+01 -0.45516E+01 -0.40365E+00  0.29609E-01  0.15277E+00  0.19491E+00  0.44603E+00  0.62697E+00  0.76062E+00
  0.25174E+01 -0.45528E+01 -0.45516E+01 -0.42854E+00  0.44572E-01  0.16165E+00  0.18699E+00  0.45117E+00  0.65096E+00  0.76978E+00
  0.25443E+01 -0.45528E+01 -0.45516E+01 -0.45216E+00  0.58565E-01  0.12841E+00  0.22164E+00  0.45774E+00  0.67542E+00  0.78017E+00
  0.25712E+01 -0.45529E+01 -0.45515E+01 -0.47455E+00  0.71429E-01  0.95491E-01  0.25659E+00  0.46592E+00  0.70024E+00  0.79160E+00
  0.25981E+01 -0.45530E+01 -0.45515E+01 -0.49575E+00  0.63146E-01  0.83071E-01  0.29169E+00  0.47580E+00  0.72527E+00  0.80388E+00
  0.26250E+01 -0.45531E+01 -0.45515E+01 -0.51580E+00  0.31606E-01  0.93469E-01  0.32680E+00  0.48740E+00  0.75033E+00  0.81682E+00
  0.26519E+01 -0.45532E+01 -0.45515E+01 -0.53474E+00  0.10633E-02  0.10267E+00  0.36181E+00  0.50063E+00  0.77518E+00  0.83021E+00
  0.26788E+01 -0.45533E+01 -0.45515E+01 -0.55261E+00 -0.28322E-01  0.11079E+00  0.39658E+00  0.51535E+00  0.79957E+00  0.84383E+00
  0.27057E+01 -0.45534E+01 -0.45515E+01 -0.56941E+00 -0.56421E-01  0.11797E+00  0.43099E+00  0.53134E+00  0.82324E+00  0.85748E+00
  0.27325E+01 -0.45535E+01 -0.45515E+01 -0.58518E+00 -0.83132E-01  0.12436E+00  0.46495E+00  0.54838E+00  0.84590E+00  0.87094E+00
  0.27594E+01 -0.45536E+01 -0.45515E+01 -0.59993E+00 -0.10838E+00  0.13014E+00  0.49834E+00  0.56624E+00  0.86730E+00  0.88401E+00
  0.27863E+01 -0.45537E+01 -0.45515E+01 -0.61367E+00 -0.13212E+00  0.13542E+00  0.53107E+00  0.58473E+00  0.88720E+00  0.89650E+00
  0.28132E+01 -0.45538E+01 -0.45516E+01 -0.62642E+00 -0.15431E+00  0.14031E+00  0.56303E+00  0.60368E+00  0.90541E+00  0.90822E+00
  0.28401E+01 -0.45539E+01 -0.45516E+01 -0.63818E+00 -0.17494E+00  0.14490E+00  0.59413E+00  0.62298E+00  0.91897E+00  0.92179E+00
  0.28670E+01 -0.45540E+01 -0.45516E+01 -0.64898E+00 -0.19400E+00  0.14921E+00  0.62424E+00  0.64254E+00  0.92861E+00  0.93238E+00
  0.28939E+01 -0.45541E+01 -0.45516E+01 -0.65883E+00 -0.21151E+00  0.15327E+00  0.65326E+00  0.66232E+00  0.93695E+00  0.94179E+00
  0.29208E+01 -0.45541E+01 -0.45516E+01 -0.66776E+00 -0.22748E+00  0.15706E+00  0.68105E+00  0.68230E+00  0.94387E+00  0.95009E+00
  0.29476E+01 -0.45542E+01 -0.45516E+01 -0.67577E+00 -0.24193E+00  0.16058E+00  0.70244E+00  0.70747E+00  0.94923E+00  0.95702E+00
  0.29745E+01 -0.45543E+01 -0.45516E+01 -0.68292E+00 -0.25489E+00  0.16378E+00  0.72271E+00  0.73238E+00  0.95290E+00  0.96229E+00
  0.30014E+01 -0.45543E+01 -0.45516E+01 -0.68920E+00 -0.26639E+00  0.16664E+00  0.74302E+00  0.75562E+00  0.95479E+00  0.96559E+00
  0.30283E+01 -0.45544E+01 -0.45516E+01 -0.69466E+00 -0.27645E+00  0.16915E+00  0.76324E+00  0.77708E+00  0.95482E+00  0.96660E+00
  0.30552E+01 -0.45544E+01 -0.45516E+01 -0.69932E+00 -0.28511E+00  0.17129E+00  0.78318E+00  0.79667E+00  0.95296E+00  0.96501E+00
  0.30821E+01 -0.45545E+01 -0.45516E+01 -0.70320E+00 -0.29238E+00  0.17306E+00  0.80258E+00  0.81434E+00  0.94923E+00  0.96061E+00
  0.31090E+01 -0.45545E+01 -0.45515E+01 -0.70632E+00 -0.29830E+00  0.17447E+00  0.82112E+00  0.83014E+00  0.94375E+00  0.95336E+00
  0.31359E+01 -0.45545E+01 -0.45515E+01 -0.70871E+00 -0.30288E+00  0.17553E+00  0.83833E+00  0.84413E+00  0.93681E+00  0.94370E+00
  0.31627E+01 -0.45546E+01 -0.45515E+01 -0.71039E+00 -0.30614E+00  0.17627E+00  0.85346E+00  0.85625E+00  0.92906E+00  0.93280E+00
  0.31896E+01 -0.45546E+01 -0.45515E+01 -0.71139E+00 -0.30809E+00  0.17671E+00  0.86494E+00  0.86565E+00  0.92201E+00  0.92310E+00
  0.32165E+01 -0.45546E+01 -0.45515E+01 -0.71172E+00 -0.30874E+00  0.17685E+00  0.86959E+00  0.86959E+00  0.91885E+00  0.91885E+00
# EFERMI (HARTREE)   -0.10298
